(7.343590259552002, 2.431377302855253, 1007.866382598877):(0.66, 1.0, 1.0)
(23.90109933912754, 7.9505424946546555, 1008.1255435943604):(0.66, 1.0, 1.0)
(1.8411802593618631, 10.793300345540047, 1015.984296798706):(0.66, 1.0, 1.0)
(10.086447931826115, 2.4275979958474636, 1006.2997341156006):(0.66, 1.0, 1.0)
(32.02216327190399, 2.4201562628149986, 1003.214955329895):(0.66, 1.0, 1.0)
(-0.950186571571976, 13.727029785513878, 1027.4322032928467):(0.66, 1.0, 1.0)
(-12.228437699377537, 13.760562054812908, 1029.9420356750488):(0.66, 1.0, 1.0)
(32.9890251159668, 13.808171264827251, 1033.5054397583008):(0.66, 1.0, 1.0)
(-12.007641606032848, 5.207853391766548, 1011.3455057144165):(0.66, 1.0, 1.0)
(32.59391710162163, 10.84793545305729, 1021.1272239685059):(0.66, 1.0, 1.0)
(12.838316150009632, 5.180899985134602, 1006.1112642288208):(0.66, 1.0, 1.0)
(7.353878580033779, -0.3276418137829751, 1009.278416633606):(0.66, 1.0, 1.0)
(12.997250072658062, 10.82073338329792, 1018.5666084289551):(0.66, 1.0, 1.0)
(15.769848600029945, 10.810280218720436, 1017.5826549530029):(0.66, 1.0, 1.0)
(18.538177013397217, 10.800477117300034, 1016.6598558425903):(0.66, 1.0, 1.0)
(-9.248008951544762, 7.983230985701084, 1012.270450592041):(0.66, 1.0, 1.0)
(1.8279385985806584, 2.4333337787538767, 1008.6773633956909):(0.66, 1.0, 1.0)
(21.5736236423254, 13.74417170882225, 1028.7152528762817):(0.66, 1.0, 1.0)
(-0.9344330173917115, 7.9684630036354065, 1010.3979110717773):(0.66, 1.0, 1.0)
(18.762988969683647, 13.747827149927616, 1028.9888381958008):(0.66, 1.0, 1.0)
(23.868367075920105, -0.32681936863809824, 1006.7449808120728):(0.66, 1.0, 1.0)
(21.11520804464817, -0.32685548649169505, 1006.8562030792236):(0.66, 1.0, 1.0)
(10.20213682204485, 10.813032276928425, 1017.8416967391968):(0.66, 1.0, 1.0)
(-12.094909325242043, -0.33069890923798084, 1018.695592880249):(0.66, 1.0, 1.0)
(7.36850593239069, 7.975466549396515, 1011.2859010696411):(0.66, 1.0, 1.0)
(-6.467743776738644, 2.4383633863180876, 1010.7623338699341):(0.66, 1.0, 1.0)
(-12.089837342500687, 10.817565955221653, 1018.2684659957886):(0.66, 1.0, 1.0)
(34.73301976919174, -0.3253457834944129, 1002.2057294845581):(0.66, 1.0, 1.0)
(21.30904793739319, 10.794520378112793, 1016.099214553833):(0.66, 1.0, 1.0)
(23.812532424926758, 2.422990510240197, 1004.3898820877075):(0.66, 1.0, 1.0)
(18.3851458132267, -0.3273136098869145, 1008.2674026489258):(0.66, 1.0, 1.0)
(4.680015612393618, 13.744581490755081, 1028.7458896636963):(0.66, 1.0, 1.0)
(-3.710730466991663, -0.32896336051635444, 1013.3494138717651):(0.66, 1.0, 1.0)
(13.131984509527683, 13.749652542173862, 1029.125452041626):(0.66, 1.0, 1.0)
(35.82471236586571, 13.810851611196995, 1033.7060689926147):(0.66, 1.0, 1.0)
(-12.050936929881573, 2.4485671892762184, 1014.9919986724854):(0.66, 1.0, 1.0)
(1.8318040529266, -0.3281391109339893, 1010.810375213623):(0.66, 1.0, 1.0)
(34.75961461663246, 5.164740607142448, 1002.973198890686):(0.66, 1.0, 1.0)
(15.6608447432518, 7.96965416520834, 1010.5489492416382):(0.66, 1.0, 1.0)
(-6.577535532414913, 13.73354997485876, 1027.9202461242676):(0.66, 1.0, 1.0)
(15.59897419065237, 5.183193366974592, 1006.5566301345825):(0.66, 1.0, 1.0)
(7.498937658965588, 13.750473968684673, 1029.1869640350342):(0.66, 1.0, 1.0)
(-6.499886978417635, 10.791189037263393, 1015.7855749130249):(0.66, 1.0, 1.0)
(252.8870403766632, -3.052823944017291, 997.1140027046204):(0.0, 1.0, 1.0)
(284.4744920730591, -3.0697332695126534, 1002.6369094848633):(0.0, 1.0, 1.0)
(261.5651786327362, -13.570045121014118, 968.6122536659241):(0.0, 1.0, 1.0)
(276.8956124782562, -8.330222219228745, 975.9249687194824):(0.0, 1.0, 1.0)
(280.6873917579651, -10.940922424197197, 970.5637097358704):(0.0, 1.0, 1.0)
(255.05682826042175, -8.314910344779491, 974.1311073303223):(0.0, 1.0, 1.0)
(241.08314514160156, -10.951947420835495, 971.541702747345):(0.0, 1.0, 1.0)
(249.0701675415039, -5.694686900824308, 982.0643663406372):(0.0, 1.0, 1.0)
(267.21447706222534, -10.933123528957367, 969.8718786239624):(0.0, 1.0, 1.0)
(264.4556760787964, -10.928817093372345, 969.4898128509521):(0.0, 1.0, 1.0)
(273.328959941864, -3.0678415205329657, 1002.0190477371216):(0.0, 1.0, 1.0)
(278.59407663345337, -3.06542101316154, 1001.2284517288208):(0.0, 1.0, 1.0)
(284.20794010162354, -10.974287986755371, 973.5235571861267):(0.0, 1.0, 1.0)
(246.63223326206207, -5.70046529173851, 983.0608367919922):(0.0, 1.0, 1.0)
(279.82181310653687, -13.555452227592468, 967.5706624984741):(0.0, 1.0, 1.0)
(268.60538125038147, -8.321646600961685, 974.9202728271484):(0.0, 1.0, 1.0)
(250.978022813797, -13.570981100201607, 968.6790704727173):(0.0, 1.0, 1.0)
(289.2862856388092, -5.746031180024147, 990.9188151359558):(0.0, 1.0, 1.0)
(240.58164656162262, -5.684651434421539, 980.3337454795837):(0.0, 1.0, 1.0)
(277.2311568260193, -10.909449309110641, 967.7717685699463):(0.0, 1.0, 1.0)
(263.3263170719147, -8.323471061885357, 975.134015083313):(0.0, 1.0, 1.0)
(235.62590777873993, -13.60306330025196, 970.9690809249878):(0.0, 1.0, 1.0)
(283.1366956233978, -13.58744315803051, 969.8541164398193):(0.0, 1.0, 1.0)
(267.35326647758484, -3.062222618609667, 1000.1838207244873):(0.0, 1.0, 1.0)
(255.86473941802979, -3.0557927675545216, 998.0836510658264):(0.0, 1.0, 1.0)
(243.61570179462433, -3.039300674572587, 992.6970601081848):(0.0, 1.0, 1.0)
(243.32907795906067, -13.5880121961236, 969.8947072029114):(0.0, 1.0, 1.0)
(253.97533178329468, -13.589494861662388, 970.0005650520325):(0.0, 1.0, 1.0)
(240.75406789779663, -13.592506758868694, 970.2155590057373):(0.0, 1.0, 1.0)
(251.66070461273193, -5.6924838572740555, 981.6844463348389):(0.0, 1.0, 1.0)
(268.7537968158722, -5.713139660656452, 985.2465987205505):(0.0, 1.0, 1.0)
(266.1937177181244, -8.329679258167744, 975.8613705635071):(0.0, 1.0, 1.0)
(243.50044131278992, -10.941080749034882, 970.5777168273926):(0.0, 1.0, 1.0)
(254.29564714431763, -5.691320635378361, 981.4838767051697):(0.0, 1.0, 1.0)
(291.1374568939209, -8.43326561152935, 987.9969358444214):(0.0, 1.0, 1.0)
(256.22567534446716, -10.91733667999506, 968.4714078903198):(0.0, 1.0, 1.0)
(235.56482791900635, -10.942654684185982, 970.7173705101013):(0.0, 1.0, 1.0)
(271.77053689956665, -10.902912355959415, 967.1918153762817):(0.0, 1.0, 1.0)
(269.45069432258606, -13.566628098487854, 968.3683514595032):(0.0, 1.0, 1.0)
(270.08306980133057, -3.062135074287653, 1000.1552104949951):(0.0, 1.0, 1.0)
(287.49793767929077, -3.0727172270417213, 1003.6115646362305):(0.0, 1.0, 1.0)
(293.0459678173065, -3.0732860323041677, 1003.7972927093506):(0.0, 1.0, 1.0)
(237.75018751621246, -13.572619296610355, 968.7960147857666):(0.0, 1.0, 1.0)
(248.3709752559662, -10.921623557806015, 968.8517451286316):(0.0, 1.0, 1.0)
(246.20898067951202, -10.943394154310226, 970.7829356193542):(0.0, 1.0, 1.0)
(274.39287304878235, -10.9019223600626, 967.1040177345276):(0.0, 1.0, 1.0)
