(2.861292891215533, 0.30922199482284485, 39.20922134494185):(0.66, 1.0, 1.0)
(3.01631051748246, -0.22295551812946796, 38.44928987336755):(0.66, 1.0, 1.0)
(4.653985389943421, 0.404457992743142, 38.07204389429688):(0.66, 1.0, 1.0)
(4.528088989657909, 0.9426571327181533, 38.77868315272927):(0.66, 1.0, 1.0)
(2.8369324128083884, 0.2001861905337777, 38.875402300983666):(0.66, 1.0, 1.0)
(3.1125761773973704, -0.2223147568522487, 38.33878890354634):(0.66, 1.0, 1.0)
(4.544318944265694, 0.40397245808988813, 38.02633837094307):(0.66, 1.0, 1.0)
(4.295628989525884, 0.832606644602865, 38.59733005647063):(0.66, 1.0, 1.0)
(nan, nan, nan):(0.66, 1.0, 1.0)
(3.3136084969468413, -0.1170681358363945, 38.236820319765805):(0.66, 1.0, 1.0)
(4.541161539035291, 0.5076987125148066, 37.999917541891335):(0.66, 1.0, 1.0)
(4.079127906986326, 0.7260360048338771, 38.5480294793725):(0.66, 1.0, 1.0)
(nan, nan, nan):(0.66, 1.0, 1.0)
(3.5094101540967824, -0.012365211333311163, 38.090197507721186):(0.66, 1.0, 1.0)
(3.9011445869527757, 0.7322358298942447, 38.87720217449665):(0.66, 1.0, 1.0)
(nan, nan, nan):(0.66, 1.0, 1.0)
(3.727533938767016, -0.012397192335300497, 38.18871183620691):(0.66, 1.0, 1.0)
(4.531035783874244, 0.6103416622024961, 37.91518738161326):(0.66, 1.0, 1.0)
(3.6675898788757624, 0.622308907084912, 38.658605541700126):(0.66, 1.0, 1.0)
(2.8980324866361915, -0.012425866498705, 38.277041743510964):(0.66, 1.0, 1.0)
(3.8234998153164983, 0.09192072609500028, 38.10342786869407):(0.66, 1.0, 1.0)
(4.429426822800189, 0.6106402722475119, 37.93373757733703):(0.66, 1.0, 1.0)
(3.546188469091058, 0.5142381771683693, 38.48937988522649):(0.66, 1.0, 1.0)
(2.9066144454643132, -0.11753832565862686, 38.390393881934884):(0.66, 1.0, 1.0)
(4.036032434890419, 0.19640327719151973, 38.14077700406909):(0.66, 1.0, 1.0)
(4.436789995049685, 0.7156537324976177, 37.9967941629529):(0.66, 1.0, 1.0)
(3.3682978413701057, 0.5192953714781441, 38.86789774362445):(0.66, 1.0, 1.0)
(4.2448139491051435, 0.19640311219333673, 38.140744151097536):(0.66, 1.0, 1.0)
(3.1386978097438814, 0.41070984723055737, 38.66053682709932):(0.66, 1.0, 1.0)
(nan, nan, nan):(0.66, 1.0, 1.0)
(4.447241639955342, 0.30036613901089876, 38.08630443059206):(0.66, 1.0, 1.0)
(4.466023859790712, 0.8250527344537899, 38.2471549259603):(0.66, 1.0, 1.0)
(2.937602130892128, 0.3059921187238302, 38.79967620155215):(0.66, 1.0, 1.0)
(4.232272033884376, 0.299906747403089, 38.028053765386346):(0.66, 1.0, 1.0)
(4.129020424232632, 0.2999672100706026, 38.035720240962505):(0.66, 1.0, 1.0)
(3.6228426649689673, 0.40567864930117503, 38.186944815665484):(0.66, 1.0, 1.0)
(3.612748589459062, 0.30032072784430347, 38.08054577400684):(0.66, 1.0, 1.0)
(3.7161929169885815, 0.3002574602076784, 38.07252260902524):(0.66, 1.0, 1.0)
(3.4276634542979303, 0.4073255144990981, 38.341963908582926):(0.66, 1.0, 1.0)
(3.823417976217717, 0.4047827458336018, 38.10261123768687):(0.66, 1.0, 1.0)
(3.9239219627931714, 0.404392763461452, 38.06590273525715):(0.66, 1.0, 1.0)
(3.4161605143025517, 0.3013676413156092, 38.213292898851634):(0.66, 1.0, 1.0)
(4.681583646029234, 0.30203421564190647, 38.29781420809627):(0.66, 1.0, 1.0)
(4.3354749507389965, 0.29984580807415767, 38.020326277148726):(0.66, 1.0, 1.0)
(4.225260271098465, 0.40332137525966394, 37.96505115250945):(0.66, 1.0, 1.0)
(3.2111148522816597, 0.30175630370229484, 38.262577049463985):(0.66, 1.0, 1.0)
(3.8206163804024458, 0.3002745650193188, 38.07469325178862):(0.66, 1.0, 1.0)
(12.244774172908068, 3.8058008635520935, 37.701544507598875):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.473523283079267, 4.580331374360621, 38.13615412164331):(0.0, 1.0, 1.0)
(12.187760187417268, 3.685370083078742, 37.52599700074196):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.524214244866371, 3.835494376564771, 37.99570062832832):(0.0, 1.0, 1.0)
(13.93217201781571, 4.403815584833175, 37.52154072981477):(0.0, 1.0, 1.0)
(12.135474683189392, 3.567290930042416, 37.365010400205854):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.314342422658205, 3.8825650582186877, 37.44667115428448):(0.0, 1.0, 1.0)
(13.690816488975287, 4.289850679823756, 37.423246985566614):(0.0, 1.0, 1.0)
(12.212225091341137, 3.4577963758051395, 37.28709723152518):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.200902285203338, 3.9534767306670546, 37.14991026223898):(0.0, 1.0, 1.0)
(13.413506902730465, 4.1649252021797, 37.222191492939):(0.0, 1.0, 1.0)
(12.20049188721478, 3.3525163884900513, 37.25127341268659):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.184928701105713, 4.0505953945219515, 37.108121282422545):(0.0, 1.0, 1.0)
(13.243843597742915, 4.0735335152588785, 37.31826062168479):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.038803376916052, 4.037779802314938, 36.99071414865256):(0.0, 1.0, 1.0)
(13.048322657501698, 4.108452997389436, 37.638161738908295):(0.0, 1.0, 1.0)
(12.345474397322535, 3.261926666071266, 37.38154952474237):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.030143098950386, 4.13647100885287, 36.96789541326761):(0.0, 1.0, 1.0)
(12.77924978055358, 3.985774135005474, 37.453403666812186):(0.0, 1.0, 1.0)
(12.40279344612062, 3.1742819778881968, 37.55510942682028):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.086894260668755, 4.254794505865127, 37.11742805993557):(0.0, 1.0, 1.0)
(12.604863860905171, 3.892724546341598, 37.54465748858452):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(14.201728302773834, 4.391898169402033, 37.420001581305264):(0.0, 1.0, 1.0)
(12.353103326645494, 3.775830446922034, 37.40464985702634):(0.0, 1.0, 1.0)
(12.876439430293441, 3.719984208571911, 36.85141754926443):(0.0, 1.0, 1.0)
(13.765512413084508, 3.7423218825876714, 37.072701085805896):(0.0, 1.0, 1.0)
(13.351963900446892, 3.740172946251929, 37.05141236023903):(0.0, 1.0, 1.0)
(12.510127624148131, 3.7614786849647763, 37.26247627598644):(0.0, 1.0, 1.0)
(13.470112572717667, 3.744826041678339, 37.097509772610664):(0.0, 1.0, 1.0)
(13.925108628931643, 3.7580085898444056, 37.22810033453703):(0.0, 1.0, 1.0)
(12.738794866046309, 3.7387919481262566, 37.03773379086852):(0.0, 1.0, 1.0)
(12.68022271104753, 3.7514550086796286, 37.16317816946506):(0.0, 1.0, 1.0)
(nan, nan, nan):(0.0, 1.0, 1.0)
(12.426720969295502, 3.7671117962658407, 37.31827939481139):(0.0, 1.0, 1.0)
(14.269555609187485, 3.795421377851814, 37.59872174655795):(0.0, 1.0, 1.0)
